entry,Base_SMILES,Base_Name,Ligand_SMILES,Ligand_Name,Solvent_SMILES,Solvent_Name,Concentration,Temp_C,yield
387,O=C([O-])C.[K+],KOAc,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CC(N(C)C)=O,DMAc,0.057,105,6.22
388,O=C([O-])C.[K+],KOAc,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CC(N(C)C)=O,DMAc,0.057,105,27.82
389,O=C([O-])C.[K+],KOAc,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CC(N(C)C)=O,DMAc,0.057,105,55.4
390,O=C([O-])C(C)(C)C.[K+],KOPv,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CC(N(C)C)=O,DMAc,0.057,105,0.0
391,O=C([O-])C(C)(C)C.[K+],KOPv,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CC(N(C)C)=O,DMAc,0.057,105,0.0
392,O=C([O-])C(C)(C)C.[K+],KOPv,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CC(N(C)C)=O,DMAc,0.057,105,18.42
393,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CC(N(C)C)=O,DMAc,0.057,105,10.98
394,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CC(N(C)C)=O,DMAc,0.057,105,63.61
395,O=C([O-])C(C)(C)C.[K+],KOPv,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CC(N(C)C)=O,DMAc,0.057,105,61.0
396,O=C([O-])C.[Cs+],CsOAc,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CC(N(C)C)=O,DMAc,0.057,105,1.85
397,O=C([O-])C.[Cs+],CsOAc,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CC(N(C)C)=O,DMAc,0.057,105,0.0
398,O=C([O-])C.[Cs+],CsOAc,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CC(N(C)C)=O,DMAc,0.057,105,42.43
399,O=C([O-])C.[Cs+],CsOAc,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CC(N(C)C)=O,DMAc,0.057,105,15.26
400,O=C([O-])C.[Cs+],CsOAc,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CC(N(C)C)=O,DMAc,0.057,105,53.46
401,O=C([O-])C.[Cs+],CsOAc,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CC(N(C)C)=O,DMAc,0.057,105,89.17
402,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CC(N(C)C)=O,DMAc,0.057,105,0.0
403,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CC(N(C)C)=O,DMAc,0.057,105,0.0
404,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CC(N(C)C)=O,DMAc,0.057,105,7.33
405,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CC(N(C)C)=O,DMAc,0.057,105,11.52
406,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CC(N(C)C)=O,DMAc,0.057,105,59.68
407,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CC(N(C)C)=O,DMAc,0.057,105,30.21
408,O=C([O-])C.[K+],KOAc,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CCCC#N,BuCN,0.057,105,6.0
409,O=C([O-])C.[K+],KOAc,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CCCC#N,BuCN,0.057,105,0.0
410,O=C([O-])C.[K+],KOAc,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CCCC#N,BuCN,0.057,105,6.57
411,O=C([O-])C.[K+],KOAc,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CCCC#N,BuCN,0.057,105,0.0
412,O=C([O-])C.[K+],KOAc,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CCCC#N,BuCN,0.057,105,6.77
413,O=C([O-])C.[K+],KOAc,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CCCC#N,BuCN,0.057,105,12.54
414,O=C([O-])C(C)(C)C.[K+],KOPv,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CCCC#N,BuCN,0.057,105,29.14
415,O=C([O-])C(C)(C)C.[K+],KOPv,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CCCC#N,BuCN,0.057,105,0.0
416,O=C([O-])C(C)(C)C.[K+],KOPv,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CCCC#N,BuCN,0.057,105,5.77
417,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CCCC#N,BuCN,0.057,105,0.85
418,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CCCC#N,BuCN,0.057,105,6.78
419,O=C([O-])C(C)(C)C.[K+],KOPv,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CCCC#N,BuCN,0.057,105,31.13
420,O=C([O-])C.[Cs+],CsOAc,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CCCC#N,BuCN,0.057,105,45.11
421,O=C([O-])C.[Cs+],CsOAc,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CCCC#N,BuCN,0.057,105,0.0
422,O=C([O-])C.[Cs+],CsOAc,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CCCC#N,BuCN,0.057,105,5.6
423,O=C([O-])C.[Cs+],CsOAc,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CCCC#N,BuCN,0.057,105,1.13
424,O=C([O-])C.[Cs+],CsOAc,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CCCC#N,BuCN,0.057,105,9.16
425,O=C([O-])C.[Cs+],CsOAc,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CCCC#N,BuCN,0.057,105,72.89
426,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CCCC#N,BuCN,0.057,105,39.86
427,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CCCC#N,BuCN,0.057,105,0.0
428,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CCCC#N,BuCN,0.057,105,5.06
429,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CCCC#N,BuCN,0.057,105,1.95
430,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CCCC#N,BuCN,0.057,105,6.51
431,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CCCC#N,BuCN,0.057,105,36.65
432,O=C([O-])C.[K+],KOAc,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CCCCOC(C)=O,BuOAc,0.057,105,16.39
433,O=C([O-])C.[K+],KOAc,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CCCCOC(C)=O,BuOAc,0.057,105,0.0
434,O=C([O-])C.[K+],KOAc,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CCCCOC(C)=O,BuOAc,0.057,105,2.85
435,O=C([O-])C.[K+],KOAc,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CCCCOC(C)=O,BuOAc,0.057,105,0.0
436,O=C([O-])C.[K+],KOAc,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CCCCOC(C)=O,BuOAc,0.057,105,1.94
437,O=C([O-])C.[K+],KOAc,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CCCCOC(C)=O,BuOAc,0.057,105,41.69
438,O=C([O-])C(C)(C)C.[K+],KOPv,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CCCCOC(C)=O,BuOAc,0.057,105,48.88
439,O=C([O-])C(C)(C)C.[K+],KOPv,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CCCCOC(C)=O,BuOAc,0.057,105,0.0
440,O=C([O-])C(C)(C)C.[K+],KOPv,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CCCCOC(C)=O,BuOAc,0.057,105,11.64
441,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CCCCOC(C)=O,BuOAc,0.057,105,0.0
442,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CCCCOC(C)=O,BuOAc,0.057,105,0.98
443,O=C([O-])C(C)(C)C.[K+],KOPv,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CCCCOC(C)=O,BuOAc,0.057,105,69.26
444,O=C([O-])C.[Cs+],CsOAc,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CCCCOC(C)=O,BuOAc,0.057,105,27.71
445,O=C([O-])C.[Cs+],CsOAc,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CCCCOC(C)=O,BuOAc,0.057,105,0.0
446,O=C([O-])C.[Cs+],CsOAc,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CCCCOC(C)=O,BuOAc,0.057,105,10.39
447,O=C([O-])C.[Cs+],CsOAc,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CCCCOC(C)=O,BuOAc,0.057,105,0.0
448,O=C([O-])C.[Cs+],CsOAc,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CCCCOC(C)=O,BuOAc,0.057,105,2.72
449,O=C([O-])C.[Cs+],CsOAc,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CCCCOC(C)=O,BuOAc,0.057,105,80.77
450,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CCCCOC(C)=O,BuOAc,0.057,105,49.23
451,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CCCCOC(C)=O,BuOAc,0.057,105,0.0
452,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CCCCOC(C)=O,BuOAc,0.057,105,11.3
453,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CCCCOC(C)=O,BuOAc,0.057,105,0.0
454,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CCCCOC(C)=O,BuOAc,0.057,105,0.58
455,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CCCCOC(C)=O,BuOAc,0.057,105,5.4
456,O=C([O-])C.[K+],KOAc,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,13.19
457,O=C([O-])C.[K+],KOAc,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,0.0
458,O=C([O-])C.[K+],KOAc,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,6.45
459,O=C([O-])C.[K+],KOAc,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,0.0
460,O=C([O-])C.[K+],KOAc,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,1.16
461,O=C([O-])C.[K+],KOAc,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,13.41
462,O=C([O-])C(C)(C)C.[K+],KOPv,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,29.85
463,O=C([O-])C(C)(C)C.[K+],KOPv,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,0.0
464,O=C([O-])C(C)(C)C.[K+],KOPv,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,21.43
465,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,0.0
466,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,0.48
467,O=C([O-])C(C)(C)C.[K+],KOPv,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,26.12
468,O=C([O-])C.[Cs+],CsOAc,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,36.14
469,O=C([O-])C.[Cs+],CsOAc,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,0.0
470,O=C([O-])C.[Cs+],CsOAc,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,14.43
471,O=C([O-])C.[Cs+],CsOAc,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,0.0
472,O=C([O-])C.[Cs+],CsOAc,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,3.18
473,O=C([O-])C.[Cs+],CsOAc,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,54.41
474,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,23.53
475,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,0.0
476,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,23.1
477,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,0.0
478,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,0.44
479,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,39.81
480,O=C([O-])C.[K+],KOAc,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CC(N(C)C)=O,DMAc,0.057,120,3.14
481,O=C([O-])C.[K+],KOAc,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CC(N(C)C)=O,DMAc,0.057,120,2.13
482,O=C([O-])C.[K+],KOAc,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CC(N(C)C)=O,DMAc,0.057,120,88.89
483,O=C([O-])C.[K+],KOAc,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CC(N(C)C)=O,DMAc,0.057,120,18.38
484,O=C([O-])C.[K+],KOAc,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CC(N(C)C)=O,DMAc,0.057,120,45.85
485,O=C([O-])C.[K+],KOAc,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CC(N(C)C)=O,DMAc,0.057,120,77.58
486,O=C([O-])C(C)(C)C.[K+],KOPv,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CC(N(C)C)=O,DMAc,0.057,120,0.0
487,O=C([O-])C(C)(C)C.[K+],KOPv,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CC(N(C)C)=O,DMAc,0.057,120,2.82
488,O=C([O-])C(C)(C)C.[K+],KOPv,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CC(N(C)C)=O,DMAc,0.057,120,55.96
489,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CC(N(C)C)=O,DMAc,0.057,120,29.51
490,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CC(N(C)C)=O,DMAc,0.057,120,91.27
491,O=C([O-])C(C)(C)C.[K+],KOPv,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CC(N(C)C)=O,DMAc,0.057,120,62.07
492,O=C([O-])C.[Cs+],CsOAc,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CC(N(C)C)=O,DMAc,0.057,120,1.68
493,O=C([O-])C.[Cs+],CsOAc,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CC(N(C)C)=O,DMAc,0.057,120,1.62
494,O=C([O-])C.[Cs+],CsOAc,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CC(N(C)C)=O,DMAc,0.057,120,66.84
495,O=C([O-])C.[Cs+],CsOAc,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CC(N(C)C)=O,DMAc,0.057,120,35.61
496,O=C([O-])C.[Cs+],CsOAc,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CC(N(C)C)=O,DMAc,0.057,120,89.71
497,O=C([O-])C.[Cs+],CsOAc,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CC(N(C)C)=O,DMAc,0.057,120,88.41
498,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CC(N(C)C)=O,DMAc,0.057,120,0.0
499,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CC(N(C)C)=O,DMAc,0.057,120,0.0
500,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CC(N(C)C)=O,DMAc,0.057,120,14.24
501,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CC(N(C)C)=O,DMAc,0.057,120,26.22
502,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CC(N(C)C)=O,DMAc,0.057,120,84.64
503,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CC(N(C)C)=O,DMAc,0.057,120,38.48
504,O=C([O-])C.[K+],KOAc,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CCCC#N,BuCN,0.057,120,17.0
505,O=C([O-])C.[K+],KOAc,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CCCC#N,BuCN,0.057,120,0.0
506,O=C([O-])C.[K+],KOAc,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CCCC#N,BuCN,0.057,120,8.52
507,O=C([O-])C.[K+],KOAc,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CCCC#N,BuCN,0.057,120,0.89
508,O=C([O-])C.[K+],KOAc,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CCCC#N,BuCN,0.057,120,11.5
509,O=C([O-])C.[K+],KOAc,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CCCC#N,BuCN,0.057,120,43.22
510,O=C([O-])C(C)(C)C.[K+],KOPv,CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,BrettPhos,CCCC#N,BuCN,0.057,120,50.55
511,O=C([O-])C(C)(C)C.[K+],KOPv,CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,PPht-Bu2,CCCC#N,BuCN,0.057,120,0.0
512,O=C([O-])C(C)(C)C.[K+],KOPv,CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,t-BuPh-CPhos,CCCC#N,BuCN,0.057,120,6.2
513,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,PCy3,CCCC#N,BuCN,0.057,120,3.25
514,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,PPH3,CCCC#N,BuCN,0.057,120,12.19
515,O=C([O-])C(C)(C)C.[K+],KOPv,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,XPhos,CCCC#N,BuCN,0.057,120,27.8
