,SMILES,ID,is_active
1115,Cc1ccc(cc1C)C(=O)NCC(=O)NNC(=S)N[C@H]2CCC[C@@H]([C@H]2C)C,C27254229,0
1116,Cc1cc(ccc1NC(=O)CNC(=O)c2ccc(cc2)NC(=O)NC3CC3)Br,C32687725,0
1117,CCCNc1ccc(cc1NS(=O)(=O)C2=Cc3ccccc3CC2)S(=O)(=O)N,C32803710,0
1118,C/C(=C/C(=O)Nc1ccccc1)/NNC(=O)c2cc(ccc2O)Br,C04676917,0
1119,C1CCC(CC1)CCC(=O)NC(=S)Nc2c(c3c(s2)CCCC3)C(=O)N,C08554330,0
1120,Cc1ccc(cc1C)/N=N\c2cc(c(cc2N[C@H]3[C@H]([C@@H]([C@@H]([C@@H](O3)C)O)O)O)C)C,C18163615,0
1121,C[C@@H]1CCc2c(sc3c2c(nc(n3)SCC(=O)NC(=O)NC(C)C)N)C1,C36821233,0
1122,NNc1cc(S(=O)(=O)Nc2c(Cl)cc(Br)cc2Cl)ccn1,C38009012,0
1123,Oc1ccccc1-c1ccc([C@@H](CNBr)N2CCN[C@@H](O)C2)cc1,C39534047,0
1124,c1cc(ccc1Nc2c(c(ncn2)Nc3ccc4c(c3)OCCO4)N)Br,C40762044,0
1125,CCCNC(=O)C[C@@H]1c2c(sc(n2)NCC=C)C[C@H]3[C@@]1(CC[C@H]([C@@]3(C)CO)O)C,C44681459,0
1126,c1ccc2c(c1)nc(s2)[C@H]3CC=CC[C@@H]3C(=O)Nc4ccc(cc4)NC(=O)N,C44776034,0
1127,CCCC(CCC)(/C(=N/O)/N)C(=O)Nc1ccccc1I,C44861345,0
1128,C[C@@H](CCc1ccc(cc1)O)NC(=O)NNC(=O)CC23CC4CC(C2)CC(C4)C3,C45382923,0
1129,C[C@@H](c1ccc(cc1)NC(=O)N)NC(=O)COc2ccc(cc2)Br,C45782966,0
1130,c1ccn(c1)c2c(c3c(s2)CSCC3)C(=O)Nc4ccc(cc4)NC(=O)N,C45850957,0
1131,Cc1cc(c(cc1C)/C=C/C(=O)NNC(=S)Nc2cccc(c2)NC(=O)C)C,C46575641,0
1132,C[C@@H]1CCC[C@@H]([C@@H]1C)NC(=S)NNC(=O)[C@@H](C(C)C)NC(=O)c2ccco2,C47872119,0
1133,Cc1cc(ccc1NC(=O)NCCc2ccc(cc2)S(=O)(=O)N)OC(C)C,C48120753,0
1134,Cc1ccc(cc1C)n2c(cc(c2C)C(=O)CSc3c(c(cc(n3)N)N)C#N)C,C48264745,0
1135,c1cc(cc(c1)I)NC(=O)c2cc(ccc2NN)[N+](=O)[O-],C51122860,0
1136,CCN(CC)c1ccc(cc1)[C@H]2c3c(nc(=S)[nH]c3NC4=C2C(=O)CC(C4)(C)C)N,C06910484,0
1137,c1cc2ccc(c(c2nc1)O)[C@@H](c3cccs3)Nc4ccc(cc4)S(=O)(=O)N,C54621213,0
1138,c1c2c(sc1C(=O)NNC(=O)CNC(=O)NC3CCCCC3)CCCCC2,C56142786,0
1139,Cc1ccccc1CCNC(=O)NNC(=O)Nc2ccc(cc2)Br,C56519001,0
1140,CC(C)(CNC(=O)Nc1ccccc1SCC(=O)N)c2ccc(cc2)Cl,C56604186,0
1141,c1cc(ccc1/C(=N\O)/NC(=O)Nc2ccc(c(c2)Cl)Cl)NC(=O)C3CC3,C06585218,0
1142,C[C@H](C(=O)Nc1ccc(cc1)Br)Nc2ccc(cc2)OCC(=O)N,C58723960,0
1143,c1ccc(cc1)NC(=O)Nc2cccc(c2)NC(=O)N[C@@H]3CCOc4c3cccc4,C58884447,0
1144,C[C@@H](CCc1[nH]c2ccc(cc2n1)Cc3ccc4c(c3)[nH]c(n4)CC[C@H](C)O)O,C59349870,0
1145,CC1=C([C@H](NC(=S)N1)c2ccccc2)C(=O)N/N=C/c3ccc(c(c3)OC)O,C59384631,0
1146,CC(C)C[C@H](C(=O)Nc1ccc(cc1)Oc2cccc3c2nccc3)NC(=O)N,C64056304,0
1147,c1ccc(c(c1)CC(=O)N)NC(=O)NCCc2cc(ccc2F)Br,C65455238,0
1148,CC(C)c1ccccc1NC(=S)NNC(=O)/C=C/c2ccc(cc2)C(=O)NC,C66147680,0
1149,C[C@H](c1cc(c(cc1Cl)Cl)F)N[C@H](C)C(=O)Nc2ccc(cc2)C(=O)N,C56851928,0
1150,Cc1c(c(nc2c1c(c(s2)C(=O)N)N)C)CC(=O)c3ccc(cc3)Br,C01104365,0
1151,COc1ccc(cc1)[C@]2(C[C@H](NC(=S)N2)c3cccs3)c4ccc(cc4O)O,C01080844,0
1152,c1ccc(cc1)C(c2ccccc2)(C(=O)NNC(=O)Nc3csc4c3CCCC4)O,C01511290,0
1153,COc1ccccc1/C=C/C(=O)NC(=S)Nc2c(c3c(s2)CCCC3)C(=O)N,C06848813,0
1154,CCOc1cc(ccc1O)[C@H]2C(=C(NC(=S)N2)C)C(=O)Nc3cccc(c3)OC,C06960131,0
1155,c1ccc(cc1)[C@@H](C(=O)N/N=C/c2cc(c(c(c2O)Br)O)Br)O,C00989444,0
1156,c1cc(ccc1NCC(=O)Nc2c(c3c(s2)CCC3)C(=O)N)I,C03362530,0
1157,CC(C)(C#Cc1ccc(s1)C(=O)NCCCNC(=O)c2ccc(s2)C#CC(C)(C)O)O,C02859205,0
1158,C/C(=N\NC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl)/c2ccc3c(c2)Nc4ccccc4S3,C09963800,0
1159,CCc1c(sc(c1C(=O)N)NC(=S)NC(=O)c2ccccc2I)C,C10149712,0
1160,c1cc(oc1)C(=O)Nc2c(nc([nH]c2=O)SCc3ccc(cc3)Br)N,C10243471,0
1161,C1CCc2c(c(c(s2)NC(=O)CSc3[nH]c(nn3)CCC4CCCC4)C(=O)N)C1,C12104600,0
1162,C[C@@H]1C[C@H](NC(=S)N1)C(=O)NCc2nc3ccccc3c(n2)NCCCc4ccccc4,C12279475,0
1163,c1ccc(c(c1)CSc2nc(c3c(n2)OC(=C([C@H]3c4cccc(c4)F)C#N)N)N)Cl,C01430779,0
1164,c1ccc(c(c1)CSc2nc(c3c(n2)OC(=C([C@H]3c4ccccc4F)C#N)N)N)Cl,C01430797,0
1165,c1ccc(c(c1)CSc2nc(c3c(n2)OC(=C([C@H]3c4cccnc4)C#N)N)N)Cl,C01430909,0
1166,c1ccc(cc1)C[C@@H](C(=O)NCCSc2ccc(cc2)Br)NC(=O)N,C12759595,0
1167,CCCOc1ccc(cc1C(=O)NC(=S)Nc2cccc(c2)C(=O)N)Br,C14558864,0
1168,CC(C)Oc1ccc(cc1C(=O)NC(=S)Nc2cccc(c2)C(=O)N)Br,C14558895,0
1169,COc1cc(ccc1O)[C@@H]2[C@@H](c3cc(cc(c3O2)OC)/C=C/c4cc(cc(c4)O)O)CO,C15262349,0
1170,c1ccc(cc1)NC(=O)[C@@H]2C[C@H]([C@@H]([C@H]3[C@@H]2N(C(=S)N3)c4ccc(cc4)OC(F)(F)F)O)O,C08636464,0
1171,c1ccc(cc1)C2=C([C@H](NC(=S)N2)c3ccccc3OCC(=O)N)C(=O)c4ccccc4,C16477938,0
1172,O=c1c([C@H]2NCCc3c2[nH]c2ccccc32)c(O)[nH]c(=S)n1CCc1ccccc1,C17206157,0
1173,O=c1[nH]c(O)c([C@H]2NCCc3c2[nH]c2ccc(Cl)cc32)c(=O)n1CCc1ccccc1,C20624042,0
1174,CC(C)(C)NS(=O)(=O)c1ccc2c(c1)[C@H]3C=CC[C@@H]3[C@H](N2)c4ccc(cc4O)O,C20681772,0
1175,CC(C)(C)[C@H]1CCc2c(cc(s2)C(=O)NNC(=O)c3ccc(cc3)OCC(=O)N)C1,C24274981,0
1176,c1ccc2c(c1)C3C[C@@H](C2c4c3cccc4)CNC(=O)C[C@@H](c5ccccc5Cl)NC(=O)N,C24450833,0
1177,CCOc1cc(ccc1O)[C@H]2[C@H]([C@](NC(=O)N2)(C(F)(F)F)O)C(=O)c3ccc(cc3)C,C27664431,0
1178,c1cc(ccc1c2ccc(s2)C(=O)Nc3ccc(cc3)NC(=O)N)Br,C32937309,0
1179,c1ccc(cc1)COc2ccc(cc2)[C@H]3c4c(nc(=S)[nH]c4NC5=C3C(=O)CCC5)N,C33513669,0
1180,Cc1ccc(cc1C)N(C[C@H]([C@H]([C@@H](CO)O)O)O)/N=N/c2ccc(cc2)Br,C33908593,0
1181,COc1ccc(cc1)NC(=S)NNC(=S)Nc2ccc(cc2)Br,C37637854,0
1182,c1cc(c(cc1Cl)NC(=O)CSC2=C(C3(CCCCC3)C(=C(N2)N)C#N)C#N)Cl,C39335247,0
1183,c1c(cc(cc1Cl)Cl)NC(=O)CSC2=C(C3(CCCCC3)C(=C(N2)N)C#N)C#N,C39335337,0
1184,Oc1ccccc1-c1ccc([C@@H](CNI)N2CCN[C@@H](O)C2)cc1,C39534049,0
1185,Oc1ccccc1-c1ccc([C@H](CNI)N2CCN[C@@H](O)C2)cc1,C39534050,0
1186,CC(=O)Nc1ccc(cc1)NC(=S)N[C@H](C(Cl)(Cl)Cl)NC(=O)c2cccs2,C39859819,0
1187,CCC[C@@H](/C(=N/O)/N)NS(=O)(=O)c1c(cc(cc1Cl)Br)Cl,C40376894,0
1188,Cc1c\2c(oc1C(=O)NNC(C)(C)C)CCC/C2=N\NC(=S)Nc3ccccc3,C40825375,0
1189,C[C@@]1(CC(=O)[C@H]([C@@H]([C@@H]1C(=O)Nc2ccccc2)c3ccc(cc3)O)C(=O)Nc4ccccc4)O,C41006673,0
1190,C[C@]12CC[C@H]([C@@]([C@H]1Cc3c(nc(s3)NCC=C)[C@H]2CC(=O)NCc4cccs4)(C)CO)O,C43553686,0
1191,C1Cc2c(sc(c2C(=O)N)NC(=S)NC(=O)CC34CC5CC(C3)CC(C5)C4)C1,C08053751,0
1192,CCCCNc1ccc(cc1NS(=O)(=O)c2ccc(cc2)Cl)S(=O)(=O)N,C54535282,0
1193,CCCCNc1ccc(cc1NS(=O)(=O)c2cc(ccc2C)C)S(=O)(=O)N,C54535295,0
1194,Cc1ccc(cc1NC(=O)NCCc2ccc(cc2)S(=O)(=O)N)Br,C42933403,0
1195,C[C@H](c1ccc(cc1)NC(=O)N)NC(=O)[C@H]2CCCN2C(=O)C34CC5CC(C3)CC(C5)C4,C59894579,0
1196,CC[C@@H](C)[C@H](N)C(=O)Nc1c(Br)cc(Br)cc1C(=O)O,C62825356,0
1197,CC(C)(C)[C@H](N)C(=O)Nc1c(Br)cc(Br)cc1C(=O)O,C62825425,0
1198,C[C@@H]([C@@H]1C[C@@H]([C@@]2(N1)c3cccc(c3NC2=O)Cl)C(=O)Nc4ccc(cc4)OC)O,C64164819,0
1199,Cc1c(sc(c1C(=O)N)NC(=O)CSc2[nH]c3c(c4c(s3)CCCC4)c(=O)n2)C,C64981100,0
1200,Cc1ccc(c(c1)C)OCC(=O)Nc2c(c3c(s2)C[C@H](CC3)C)C(=O)N,C02955123,0
1201,c1ccc(c(c1)[C@@H]2c3ccc(cc3OC(=C2C#N)N)O)OCc4ccc(cc4)F,C02502649,0
1202,Cc1ccc(c(c1)C)NC(=O)COC(=O)c2cc(ccc2N)Br,C04246396,0
1203,CCCOc1ccccc1C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,C04984242,0
1204,c1ccc(c(c1)COc2cccc(c2)CNc3ccc4c(c3)[nH]c(=O)[nH]4)F,C04973824,0
1205,C[C@@H](C(=O)Nc1ccc(cc1)C(=O)N)Sc2nc3cc(ccc3s2)Cl,C05780544,0
1206,CC[C@H]1CCc2c(sc(c2C(=O)Nc3ccc(cc3OC)OC)N)C1,C02558479,0
1207,Cc1cc(c(c(c1)OCC(=O)Nc2c(c3c(s2)C[C@@H](CC3)C)C(=O)N)C)C,C01937543,0
1208,c1ccc2c(c1)cccc2CC(=O)NNC(=S)NC(=O)C3CCCCC3,C06886072,0
1209,CC1=C([C@H](NC(=S)N1)c2cccc(c2)OC)C(=O)Nc3ccc(cc3)F,C08843905,0
1210,CC(C)c1ccccc1NC(=O)CSc2nc(c3ccsc3n2)N,C09647690,0
1211,CC1=C(S[C@@H]([C@H]1C(=O)N)NC(=O)c2ccccc2Oc3ccccc3)C,C11027293,0
1212,c1cc(sc1)CNC(=O)CSc2nc(c3c4c(sc3n2)CCCC4)N,C06108780,0
1213,c1ccc2c(c1)c(cn2Cc3ccc(cc3Cl)Cl)/C=N/NC(=O)N,C04083314,0
1214,c1cc(ccc1CCC(=O)N/N=C/c2cc(ccc2O)Br)O,C01726834,0
1215,CCOc1ccccc1NC(=O)C2=C(NC(=S)N[C@@H]2c3ccccc3)C,C01305292,0
1216,CC(C)C(=O)Nc1ccc2c(c1)[C@H]3C=CC[C@H]3[C@H](N2)c4ccc(c(c4)OC)O,C20693588,0
1217,CC(C)(C)NC(=O)c1ccc2c(c1)[C@@H]3C=CC[C@H]3[C@H](N2)c4ccc(c(c4)OC)O,C20693634,0
1218,CCCNC(=O)c1ccc2c(c1)[C@H]3C=CC[C@H]3[C@H](N2)c4cccc(c4O)OC,C20694749,0
1219,CC(C)(C)c1ccc(c(c1)NC(=O)CNC(=O)c2ccc(cc2F)F)O,C21443667,0
1220,CC(C)c1ccc(cc1)[C@H]2[C@H]([C@@](NC(=O)N2)(C(F)(F)F)O)C(=O)SC,C26919609,0
1221,Cc1ccc(cc1)c2nc(c(o2)Sc3ccc(cc3)Cl)C(=O)NN,C35681714,0
1222,c1ccc(cc1)NC(=O)NC2(CCCCC2)C(=O)NCc3cccs3,C04965399,0
1223,CNC(=S)N1[C@H]2CC[C@@H]1CC(C2)NC(=O)NC34CC5CC(C3)CC(C5)C4,C17820040,0
1224,c1ccc2c(c1)CCC[C@H]2OC[C@@H](CSc3nc(c4ccsc4n3)N)O,C40018168,0
1225,C[C@@]12C[C@@H](CC(C1)(C)C)N(C2)c3c(c(ncn3)NCc4ccccc4Cl)N,C40735397,0
1226,C[C@@H](c1ccccc1)Nc2c(c(ncn2)Sc3cccc4c3nccc4)N,C40760702,0
1227,CC(=O)Nc1cccc(c1)NC(=O)N[C@H](c2cccs2)C3CCCC3,C43654312,0
1228,Cc1ccc(cc1C)c2csc3c2c(=O)[nH]c(n3)SCCC(=O)N,C45821485,0
1229,C[C@H]1CCC[C@@H]([C@@H]1C)NC(=S)NNC(=O)c2ccc(o2)Br,C47872132,0
1230,C[C@@H](c1ccccc1OC)NC(=O)NNc2c(c(c(c(c2F)F)F)F)F,C49779098,0
1231,Cc1ccc(cc1NC(=O)N[C@@H](C)c2ccc(s2)C)NC(=O)C(C)C,C54412254,0
1232,Cc1ccc(cc1)NC(=O)C2=C(NC(=S)N[C@@H]2c3ccccc3OC)C,C05615910,0
1233,c1ccc2c(c1)cccc2NC(=O)NCC(=O)Nc3ccc(c(c3F)F)F,C11005797,0
1234,c1ccc2c(c1)cccc2C[C@@H]3CCCN3C(=O)Nc4ccc(c(c4)C(=O)N)F,C61750887,0
1235,c1ccc(c(c1)c2ncc(s2)C(=O)NNC(=S)NC3CCCCC3)F,C63122688,0
1236,CC(C)C[C@H](c1cccs1)NC(=O)Nc2cc(c[nH]c2=O)C(F)(F)F,C63161311,0
1237,Cc1ccc(cc1)C23C[C@H]4C[C@@H](C2)CC(C4)(C3)C(=O)NNC(=O)NC5CC5,C64900673,0
1238,CC(C)(c1ccc(c(c1)Cl)Cl)C(=O)Nc2cccc(c2)S(=O)(=O)N,C65080623,0
1239,C[C@@H](Cc1ccc(cc1Cl)Cl)NC(=O)N2CCC[C@H](C2)CCC(=O)N,C66121833,0
1240,CC(C)c1ccccc1NC(=S)NNC(=O)c2cc3ccccc3n2C,C66122499,0
1241,CC(C)C[C@@H](c1cccs1)NC(=O)Nc2cc(c[nH]c2=O)C(F)(F)F,C66402165,0
1242,c1cc(ccc1CNC(=O)NCC(=O)N[C@@H]2CCC[C@H](C2)C(F)(F)F)Cl,C66606244,0
1243,c1ccc(c(c1)CC(=O)NNC(=O)N[C@H](c2cccs2)C3CCCC3)F,C66977014,0
1244,CC(=O)Nc1cc(c(cc1F)F)NC(=O)N[C@H]2CCCC[C@@H]2C(C)(C)C,C66980949,0
1245,CCc1ccc(cc1S(=O)(=O)N)/N=C/c2cc(ccc2O)Br,C67005702,0
1246,c1c(csc1CNC(=O)NNC(=O)CCC2CCCCC2)Br,C67063837,0
1247,c1cc(ccc1CNC(=O)NNC(=O)CC2CCCCC2)C(F)(F)F,C67065005,0
1248,C[C@H]1CCc2c(cc(s2)C(=O)NNC(=O)N[C@H]3C[C@@H]3c4cccc(c4)F)C1,C67566194,0
1249,c1cc(ccc1CNC(=O)N2CCC(CC2)[C@H](c3ccc(cc3)Cl)O)O,C67614462,0
1250,Cc1cccc(c1NC(=O)CSc2nnc(n2N)c3ccc(cc3)C(C)(C)C)C,C02337172,0
1251,Cc1ccc(c(c1)C)NC(=O)C2=C(NC(=S)N[C@@H]2c3cc(ccc3OC)OC)C,C01171959,0
1252,Cc1ccc(c(c1)NC(=O)C2=C(NC(=S)N[C@H]2c3cc(ccc3OC)OC)C)C,C01146678,0
1253,c1ccc(c(c1)C(=O)Oc2ccc(cc2)/C=N/NC(=O)N)I,C04366152,0
1254,C[C@H]1CCCC[C@H]1NC(=O)CSc2nnc(n2N)c3ccc(cc3)Cl,C01132480,0
1255,CC[C@H](C)c1ccccc1NC(=O)CSc2nnc(n2N)c3ccc(cc3)C,C03272685,0
1256,C[C@@H](C(=O)NNC(=O)Nc1ccc(cc1)Cl)Oc2ccc(cc2Cl)Cl,C05919330,0
1257,CC(C)[C@@H](C(=O)N/N=C/c1c2ccccc2ccc1O)NC(=O)c3ccccc3F,C06762764,0
1258,COc1cccc(c1)C(=O)c2c(c(c3n2cccc3)C(=O)Nc4ccccc4F)N,C09317002,0
1259,Cc1c(sc(n1)N)C(=O)N/N=C/c2ccccc2OCCc3ccccc3,C13220339,0
1260,C[C@@H](C(=O)Nc1ccccc1OC(F)F)OC(=O)c2cccc(c2N)Cl,C18406160,0
1261,c1cc(ccc1CSc2nnc(n2N)N/N=C/c3ccc(cc3)F)Cl,C20528055,0
1262,c1ccc(cc1)NC(=O)Nc2ccc(cc2)NS(=O)(=O)c3cccs3,C23399369,0
1263,Cc1c(c(n2c3ccccc3nc2c1C#N)Nc4ccc(cc4)C(=O)N)CC=C,C01473011,0
1264,CCc1ccc(c(c1)Br)OCC(=O)NNC(=O)NC2CCCCC2,C12403376,0
1265,C/C(=C/C(=O)Nc1ccc(cc1)OC)/NNC(=O)Cc2cccc3c2cccc3,C04671719,0
1266,CC[C@@]1(Cc2ccccc2-c3c1c(=O)[nH]c(n3)NNC(=O)Cc4ccccc4)C,C26895595,0
1267,Cc1ccc(cc1)[C@H]2C(=C(NC(=S)N2)C)C(=O)Nc3cc(ccc3OC)OC,C36271390,0
1268,CCCN([C@@H](c1ccccc1O)C(=O)NC(C)(C)C)C(=O)c2ccccc2O,C36567710,0
1269,Cc1ccc(cc1)[C@H](C(=O)NC(C)(C)C)N(C(=O)c2cccc(c2O)O)C(C)(C)C,C36587100,0
1270,C[C@@H](C(=O)c1ccc(cc1)NC(=O)C(C)C)OC(=O)c2ccc(c(c2)N)Cl,C08498015,0
1271,C[C@H](C(C)C)NC(=O)CSc1nnc(n1N)c2ccc(cc2)C(C)(C)C,C03531207,0
1272,Cc1ccc(cc1)SCC(=O)NNC(=O)N[C@H](C)c2cc3ccccc3o2,C43876498,0
1273,c1cc(oc1)C(=O)Nc2ccc(cc2)NC(=O)N[C@H]3CCC[C@@H](C3)C(F)(F)F,C43976251,0
1274,CCC(=O)Nc1cccc(c1)NC(=O)NCc2ccccc2OC3CCCC3,C47487863,0
1275,CCc1cc2c(=O)[nH]c(nc2s1)SCC(=O)Nc3cc(ccc3O)C,C49749987,0
1276,Cc1cc(ccc1N[C@H](C)C(=O)NC(=O)NC2CCCC2)N3CCSCC3,C51186639,0
1277,CC(C)(C)c1ccc(cc1)[C@H]2c3c(n[nH]c3C(=O)N2CCO)c4ccccc4O,C06753022,0
1278,C[C@H]1CCCC[C@@H]1NC(=S)NNC(=O)/C=C/c2c(nc3n2ccs3)Cl,C52939254,0
1279,c1cc2ccc(c(c2nc1)O)[C@H](c3ccc(cc3)OC(F)F)Nc4c(cccn4)O,C54114293,0
1280,C[C@@H](C(=O)Nc1ccc(c(c1)Cl)Cl)Nc2cccc(c2)N3CCNC3=O,C56157449,0
1281,CC(C)C[C@H](c1cccs1)NC(=O)NNC(=O)c2cn(c3c2cccc3)C,C57394048,0
1282,CCc1cc2c(cc(=O)oc2cc1O)CNc3ccc(cc3)NC(=O)C(C)C,C57405958,0
1283,Cc1ccc(c(c1)CCNC(=O)Nc2cc(ccc2C)NC(=O)C(C)C)OC,C57541531,0
1284,Cc1ccc(cc1NC(=O)N[C@@H](c2ccc(cc2)OC)C3CC3)NC(=O)C4CC4,C57544081,0
1285,C[C@H](C(=O)NC(C)(C)C)Sc1nnc(n1N)c2ccc(cc2)C(C)(C)C,C07170995,0
1286,c1ccc(c(c1)C(=O)N)OCC(=O)Nc2ccc(cc2)Oc3ccccc3Cl,C58411999,0
1287,CCOc1cc(ccc1OCc2ccc(c(c2)Cl)Cl)/C=N/NC(=O)N,C58822945,0
1288,c1cc(ccc1/N=C/c2ccc(cc2O)O)S(=O)(=O)NC3CCCCC3,C13977417,0
1289,Cc1ccc2c(c1)nc(o2)c3cc(ccc3O)NC(=S)NC(=O)c4cccs4,C01172862,0
1290,CC1=C([C@H](NC(=S)N1)c2ccccc2OC)C(=O)N/N=C/c3ccccc3F,C59385376,0
1291,CC1=C([C@H](NC(=S)N1)c2ccc(c(c2)OC)OC(C)C)C(=O)Nc3ccccc3,C13942923,0
1292,c1cc(c(cc1O)O)C(=O)OCC(=O)Nc2cc(c(cc2Cl)Cl)Cl,C03417734,0
1293,CC(C)(C)c1ccc(cc1)CCNC(=O)NCCn2c3ccccc3[nH]c2=O,C62318301,0
1294,Cc1cccc(c1)Oc2ccc(cc2)NC(=O)NC3CCC(CC3)C(=O)NC,C63389330,0
1295,Cc1cccc(c1)C(C)(C)CNC(=O)NNC(=O)COc2ccccc2F,C63409028,0
1296,CC(C)CCNC(=O)NNC(=O)c1ccc(s1)c2nc3ccccc3s2,C65143789,0
1297,CC(=O)Nc1ccc(c(c1)C(=O)NN=C(c2ccccc2)c3ccccc3)O,C65621291,0
1298,Cc1ccccc1[C@H](C#N)NC(=O)CCNC(=O)NC23CC4CC(C2)CC(C4)C3,C66398819,0
1299,Cc1ccc(c(c1)[C@@H](C)NC(=O)Nc2ccc(c(c2)C)C(=O)NC(C)C)OC,C66682504,0
1300,c1ccc2c(c1)NC(=O)[C@@H](S2)CC(=O)NC(=O)N,C00089285,0
1301,c1cc(ccc1N)Nc2cc(=O)[nH]c(=O)[nH]2,C01646794,0
1302,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)Nc2ccc(cc2)O)O)O)O,C05276275,0
1303,COc1ccc(cc1)/C=C\2/C(=N/N)/NC(=O)NC2=O,C05526851,0
1304,c1cc(c(cc1C[C@@H]2C(=O)NC(=O)N2)O)O,C05749420,0
1305,C[C@@]1([C@H](O[C@]([C@]([C@@]1(C)O)(C)O)(C)O)CO)O,C12358956,0
1306,c1ccc2c(c1)C(=O)[C@@]3([C@@]2(c4ccc(cc4N3)O)O)O,C04256208,0
1307,c1ccc2c(c1)C(=O)[C@]3([C@@]2(NC(=S)N3)O)O,C00047822,0
1308,O=C(O)[C@H]1CS[C@@H](c2cccc(O)c2O)N1,C00053457,0
1309,C[C@H]1[C@@]([C@@]([C@@]([C@@H](O1)O)(C)O)(C)O)(C)O,C12358818,0
1310,c1ccc(cc1)n2c(=O)c(c([nH]c2=O)O)N,C17083503,0
1311,Cc1c(c(n(n1)[C@H](C)C(=O)NC(=O)N)C)N,C20420537,0
1312,CN(c1c(c(c(c(n1)N)C#N)C#N)C#N)N,C31669947,0
1313,C[C@H]1CN(c2ccc(cc2O1)N)CC(=O)N,C19757525,0
1314,[C@@H]12[C@@H](N[C@@H]3[C@@H](N1)NC(=O)N3)NC(=O)N2,C22942313,0
1315,NNS(=O)(=O)c1ccc2c(c1)NC(=O)CO2,C35431171,0
1316,CC1(O[C@H]2[C@H]([C@H]([C@H]([C@H]([C@H]2O1)O)O)O)O)C,C34198910,0
1317,CS(=O)(=O)Nc1cc2c(cc1N)OCC(=O)N2,C36742906,0
1318,OC[C@H]1CO[C@H]2OC(S)=N[C@@H]2[C@@H](O)[C@H]1O,C37263636,0
1319,N=C(N)Sc1c(O)[nH]c(=O)[nH]c1=O,C37638042,0
1320,c1c(cc(cc1N2CCC[C@@H](C2)O)S(=O)(=O)N)N,C37934214,0
1321,C([C@@]1([C@@H]([C@@H]([C@@H]([C@@H](O1)F)O)O)O)F)O,C38665051,0
1322,Cc1nc2c(c(c(c3c2OCO3)OC)N)c(=O)n1N,C39124427,0
1323,c1ccc(c(c1)NC(=O)NN)[N+](=O)[O-],C39194550,0
1324,C1N[C@@H]2N/C(=N\O)/C(=N/O)/N[C@@H]2NC1,C22865640,0
1325,C(C(=O)N=c1[nH]c2c([nH]1)NON2)Cl,C40174023,0
1326,C[C@]1(CC[C@@H](C1(C)C)C(=O)N)[C@@H]2C(=O)NC(=O)N2,C26441761,0
1327,Cn1c(c(c(=O)[nH]c1=O)N2CCC[C@H](C2)CO)N,C40418948,0
1328,NC1(C(=O)N2C[C@H](O)C[C@H]2C(=O)O)CCCCC1,C40470535,0
1329,[C@H]1([C@H](C([C@H]([C@@H](C1O)O)O)Cl)O)O,C17175279,0
1330,Cc1c(c(n(n1)c2ccc(cn2)S(=O)(=O)N)C)N,C40516545,0
1331,N[C@H]1CCCN(C(=O)c2cc(O)[nH]c(=O)c2)C1,C41028351,0
1332,C[C@@H]1CC[C@H](CN1C(=O)NN)C(=O)N,C42440723,0
1333,C[C@@]1([C@H](O[C@@H]([C@@]([C@@]1(C)O)(C)O)O)CO)O,C43509371,0
1334,C[C@@]1([C@@H](O[C@]([C@@]([C@@]1(C)O)(C)O)(C)O)CO)O,C43509434,0
1335,C1CCC2(CC1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@H]([C@H]3O2)O)O)O)O,C44168159,0
1336,C[C@H](C(=O)/N=C\1/NCCS1)NC(=O)N,C44817433,0
1337,c1cc(c(cc1NS(=O)(=O)N)N)O,C44830159,0
1338,[H]/N=C(\N)/N(C1=CC=CCN1O)C(=O)N,C39122098,0
1339,Cn1c(c(c(=O)[nH]c1=O)N2CC[C@H](C2)CO)N,C51886334,0
1340,c1cc2c(cc1N)S(=O)(=O)N(C2=O)CC(=O)N,C52125743,0
1341,C[C@]1(CCS(=O)(=O)C1)N/C(=N/O)/N,C52834470,0
1342,Cc1ccc2c(c1C)N(C(=O)[C@@H]2N)CC(=O)N,C42068362,0
1343,C1CC[C@@H]2[C@H](C1)C[C@@H]3N2C(=C(C3=O)C(=O)N)N,C12505884,0
1344,c1c(nc([nH]c1=O)Sc2c(c(ncn2)Cl)N)N,C62365444,0
1345,Nc1ccc2c(S(=O)(=O)O)ccc(N)c2c1O,C62723189,0
1346,C[C@H](N)[C@@H]1CCCCN1C(=O)c1cc(=O)[nH]c(O)n1,C63193368,0
1347,[H]/N=C\1/N[C@H](NC(=S)N1)[C@H]2C=CC=N2,C38595174,0
1348,CC1(O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H]([C@@H]2O1)O)O)O)O)C,C34198910,0
1349,c1(c(c(c(c(c1F)F)F)/C(=N/O)/N)F)/C(=N\O)/N,C16082817,0
1350,C[C@H]1C[C@@](C(=O)O)(C(=O)NC(N)=O)CC[C@H]1C,C05014680,0
1351,NS(=O)(=O)Nc1ccc(C(=O)O)c(O)c1,C19472643,0
