canonical_smiles,molregno,mol_chembl_id,standard_relation,standard_value,standard_type,standard_units,description,organism,assay_type,confidence_score,pref_name,tgt_chembl_id
Cl.CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)C2CCC(CC2)N(C)C(=O)C,410982,CHEMBL428747,>,90000.000000000000000000000000000000,IC50,nM,Inhibition of cardiac hERG,Homo sapiens,B,9,HERG,CHEMBL240
Cl.C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)C2CCC(CC2)N(C)C(=O)c3cccc(F)c3,410979,CHEMBL245379,=,78000.000000000000000000000000000000,IC50,nM,Inhibition of cardiac hERG,Homo sapiens,B,9,HERG,CHEMBL240
Cl.CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)C2CCC(CC2)N(C)C(=O)c3cccc(F)c3,410978,CHEMBL246374,>,90000.000000000000000000000000000000,IC50,nM,Inhibition of cardiac hERG,Homo sapiens,B,9,HERG,CHEMBL240
Cl.N[C@@H](C1CCC(CC1)NS(=O)(=O)c2ccc(F)cc2F)C(=O)N3CC[C@H](F)C3,410973,CHEMBL395213,=,49000.000000000000000000000000000000,IC50,nM,Inhibition of cardiac hERG,Homo sapiens,B,9,HERG,CHEMBL240
CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)N(C)C(=O)c3ccc(F)cc3.OC(=O)C(F)(F)F,410967,CHEMBL245969,>,90000.000000000000000000000000000000,IC50,nM,Inhibition of cardiac hERG,Homo sapiens,B,9,HERG,CHEMBL240
CC(C(O)c1ccc2NC(=O)Oc2c1)N3CCC(O)(CC3)c4ccc(F)cc4,414581,CHEMBL246634,=,2600.000000000000000000000000000000,IC50,nM,Displacement of [3H]bufuralol from hERG channel expressed in HEK293 cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C(O)c1ccc2NC(=O)CCc2c1)N3CCC(O)(CC3)c4ccc(F)cc4,414586,CHEMBL404851,=,8600.000000000000000000000000000000,IC50,nM,Displacement of [3H]bufuralol from hERG channel expressed in HEK293 cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C(O)c1ccc2NC(=O)N(C)Cc2c1)N3CCC(O)(CC3)c4ccc(F)cc4,414585,CHEMBL246816,=,3100.000000000000000000000000000000,IC50,nM,Displacement of [3H]bufuralol from hERG channel expressed in HEK293 cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C(O)c1ccc2NC(=O)NCc2c1)N3CCC(O)(CC3)c4ccc(F)cc4,414584,CHEMBL246815,=,7400.000000000000000000000000000000,IC50,nM,Displacement of [3H]bufuralol from hERG channel expressed in HEK293 cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C(O)c1ccc2NC(=O)COc2c1)N3CCC(O)(CC3)c4ccc(F)cc4,414583,CHEMBL246635,=,1600.000000000000000000000000000000,IC50,nM,Displacement of [3H]bufuralol from hERG channel expressed in HEK293 cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C(O)c1ccc2NC(=O)OCc2c1)N3CCC(O)(CC3)c4ccc(F)cc4,414582,CHEMBL401407,=,2400.000000000000000000000000000000,IC50,nM,Displacement of [3H]bufuralol from hERG channel expressed in HEK293 cells,Homo sapiens,B,9,HERG,CHEMBL240
COc1cccc(c1)C2(O)CCN(CC2)C(C)C(O)c3ccc4NC(=O)CCc4c3,414592,CHEMBL246818,=,11000.000000000000000000000000000000,IC50,nM,Displacement of [3H]bufuralol from hERG channel expressed in HEK293 cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C(O)c1ccc2NC(=O)CCc2c1)N3CCC(O)(CC3)c4ccc(Cl)cc4,414591,CHEMBL247842,<,1000.000000000000000000000000000000,IC50,nM,Displacement of [3H]bufuralol from hERG channel expressed in HEK293 cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C(O)c1ccc2NC(=O)CCc2c1)N3CCC(O)(CC3)c4cccc(COc5ccccc5)c4,414590,CHEMBL247841,<,1500.000000000000000000000000000000,IC50,nM,Displacement of [3H]bufuralol from hERG channel expressed in HEK293 cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C(O)c1ccc2NC(=O)CCc2c1)N3CCC(O)(CC3)c4cccc(F)c4,414589,CHEMBL404852,=,10000.000000000000000000000000000000,IC50,nM,Displacement of [3H]bufuralol from hERG channel expressed in HEK293 cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C(O)c1ccc2NC(=O)CCc2c1)N3CCC(O)(CC3)c4ccc(C)cc4,414588,CHEMBL247840,=,3300.000000000000000000000000000000,IC50,nM,Displacement of [3H]bufuralol from hERG channel expressed in HEK293 cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C(O)c1ccc2NC(=O)CCc2c1)N3CCC(O)(CC3)c4ccc5CCOCc5c4,414587,CHEMBL246817,=,16000.000000000000000000000000000000,IC50,nM,Displacement of [3H]bufuralol from hERG channel expressed in HEK293 cells,Homo sapiens,B,9,HERG,CHEMBL240
OC(CN1CCC(O)(CC1)c2cccc(F)c2)c3ccc4NC(=O)CCc4c3,414593,CHEMBL246819,=,21000.000000000000000000000000000000,IC50,nM,Displacement of [3H]bufuralol from hERG channel expressed in HEK293 cells,Homo sapiens,B,9,HERG,CHEMBL240
OC(CN1CCC(O)(CC1)c2cccc(F)c2)c3ccc4NC(=O)CCc4c3,414593,CHEMBL246819,=,9800.000000000000000000000000000000,IC50,nM,Displacement of [3H]bufuralol from hERG channel expressed in HEK293 cells,Homo sapiens,B,9,HERG,CHEMBL240
OC(CN1CCC(O)(CC1)c2cccc(F)c2)c3ccc4NC(=O)CCc4c3,414593,CHEMBL246819,=,13000.000000000000000000000000000000,IC50,nM,Displacement of [3H]bufuralol from hERG channel expressed in HEK293 cells,Homo sapiens,B,9,HERG,CHEMBL240
C[C@@H]([C@@H](O)c1ccc(O)cc1)N2CCC(O)(CC2)c3ccccc3,19774,CHEMBL17350,=,10000.000000000000000000000000000000,IC50,nM,Displacement of [3H]bufuralol from hERG channel expressed in HEK293 cells,Homo sapiens,B,9,HERG,CHEMBL240
Cc1[nH]nc2c3cc(C4CCCCC4)c(cc3N(C[C@H](F)CN)C(=O)c12)C5CCCCC5,416556,CHEMBL398612,=,13200.000000000000000000000000000000,IC50,nM,Binding affinity at hERG expressed in human embryonic kidney cells,Homo sapiens,B,9,HERG,CHEMBL240
Cc1[nH]nc2c3cc(C4CCCCC4)c(cc3N(CCCN)C(=O)c12)C5CCCCC5,416544,CHEMBL250481,=,5300.000000000000000000000000000000,IC50,nM,Binding affinity at hERG expressed in human embryonic kidney cells,Homo sapiens,B,9,HERG,CHEMBL240
Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c4ccccc4,423415,CHEMBL253868,=,3000.000000000000000000000000000000,IC50,nM,Displacement of [35S]MK-499 from ERG expressed in HEK293 cells,Homo sapiens,B,8,HERG,CHEMBL240
Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)CCc3cccnc3)cc2)c4ccccc4,423416,CHEMBL253869,=,3700.000000000000000000000000000000,IC50,nM,Displacement of [35S]MK-499 from ERG expressed in HEK293 cells,Homo sapiens,B,8,HERG,CHEMBL240
CC(C)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3ccc(F)cc3)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,424465,CHEMBL428594,=,16.000000000000000000000000000000,IC50,nM,Displacement of [33S]MK499 from human ERG expressed in HEK cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cccc(c3)C(=O)O)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,424487,CHEMBL255511,=,600.000000000000000000000000000000,IC50,nM,Displacement of [33S]MK499 from human ERG expressed in HEK cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3ccncn3)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,424539,CHEMBL256954,=,130.000000000000000000000000000000,IC50,nM,Displacement of [33S]MK499 from human ERG expressed in HEK cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C)(O)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cc(Cl)ncn3)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,424537,CHEMBL401608,=,186.000000000000000000000000000000,IC50,nM,Displacement of [33S]MK499 from human ERG expressed in HEK cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C)(O)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cncnc3)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,424534,CHEMBL429849,=,844.000000000000000000000000000000,IC50,nM,Displacement of [33S]MK499 from human ERG expressed in HEK cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cncnc3)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,424505,CHEMBL256154,=,1800.000000000000000000000000000000,IC50,nM,Displacement of [33S]MK499 from human ERG expressed in HEK cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cncnc3)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,424505,CHEMBL256154,=,1413.000000000000000000000000000000,IC50,nM,Displacement of [33S]MK499 from human ERG expressed in HEK cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C)(O)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cccc(c3)C(=O)O)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,424490,CHEMBL402624,=,19720.000000000000000000000000000000,IC50,nM,Displacement of [33S]MK499 from human ERG expressed in HEK cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cccc(c3)C(=O)O)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,424487,CHEMBL255511,=,2786.000000000000000000000000000000,IC50,nM,Displacement of [33S]MK499 from human ERG expressed in HEK cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cccc(O)c3)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,424484,CHEMBL255312,=,67.000000000000000000000000000000,IC50,nM,Displacement of [33S]MK499 from human ERG expressed in HEK cells,Homo sapiens,B,9,HERG,CHEMBL240
COc1cccc(c1)C2CCN(CC2)[C@@H]3CC[C@](C3)(C(C)C)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,424483,CHEMBL403033,=,217.000000000000000000000000000000,IC50,nM,Displacement of [33S]MK499 from human ERG expressed in HEK cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cccc(F)c3)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,424475,CHEMBL258246,=,45.000000000000000000000000000000,IC50,nM,Displacement of [33S]MK499 from human ERG expressed in HEK cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C)(O)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3ccc(F)cc3)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,424469,CHEMBL428602,=,54.000000000000000000000000000000,IC50,nM,Displacement of [33S]MK499 from human ERG expressed in HEK cells,Homo sapiens,B,9,HERG,CHEMBL240
CC(C)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cccnc3)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,424492,CHEMBL255513,=,224.000000000000000000000000000000,IC50,nM,Displacement of [33S]MK499 from human ERG expressed in HEK cells,Homo sapiens,B,9,HERG,CHEMBL240
Cc1nc[n+]([O-])c(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5ccccc5,91918,CHEMBL58004,=,1200.000000000000000000000000000000,IC50,nM,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cell membranes,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc[n+]([O-])c(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5cccnc5,424432,CHEMBL255858,>,30000.000000000000000000000000000000,IC50,nM,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cell membranes,Homo sapiens,B,9,HERG,CHEMBL240
Cc1nc(CN(C2CCN(CC2)C3(C)CCN(CC3)C(=O)c4c(C)cc[n+]([O-])c4C)c5ccccc5)cs1,424431,CHEMBL255857,=,12200.000000000000000000000000000000,IC50,nM,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cell membranes,Homo sapiens,B,9,HERG,CHEMBL240
Cc1ccnc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5cccnc5,424430,CHEMBL255856,>,30000.000000000000000000000000000000,IC50,nM,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cell membranes,Homo sapiens,B,9,HERG,CHEMBL240
CC1(CCN(CC1)C(=O)c2c(Cl)c[n+]([O-])cc2Cl)N3CCC(CC3)N(c4ccccc4)c5cccnc5,424428,CHEMBL255645,=,4400.000000000000000000000000000000,IC50,nM,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cell membranes,Homo sapiens,B,9,HERG,CHEMBL240
CC1(CCN(CC1)C(=O)c2c(Cl)cncc2Cl)N3CCC(CC3)N(c4ccccc4)c5cccnc5,424427,CHEMBL255644,=,2000.000000000000000000000000000000,IC50,nM,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cell membranes,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cccnc1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5cccnc5,424426,CHEMBL255431,=,410.000000000000000000000000000000,IC50,nM,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cell membranes,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc[n+]([O-])c(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(Cc4cccc(c4)C#N)c5ccccc5,91639,CHEMBL59511,=,1300.000000000000000000000000000000,IC50,nM,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cell membranes,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cccc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(Cc4ccccc4)c5ccccc5,91728,CHEMBL301454,=,670.000000000000000000000000000000,IC50,nM,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cell membranes,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cccc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5ccccc5,91664,CHEMBL62152,=,150.000000000000000000000000000000,IC50,nM,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cell membranes,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc[n+]([O-])c(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(Cc4ccccc4)c5ccccc5,91649,CHEMBL61536,=,550.000000000000000000000000000000,IC50,nM,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cell membranes,Homo sapiens,B,9,HERG,CHEMBL240
Cc1ccnc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5ccccc5,92101,CHEMBL58387,=,570.000000000000000000000000000000,IC50,nM,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cell membranes,Homo sapiens,B,9,HERG,CHEMBL240
OC[C@H]1CCCN1CCCOc2ccc3c(Nc4cnn(CC(=O)Nc5cccc(F)c5F)c4)nncc3c2,424610,CHEMBL253968,>,100000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG by automated whole cell electrophysiology,Homo sapiens,B,9,HERG,CHEMBL240
OP(=O)(O)OC[C@H]1CCCN1CCCOc2ccc3c(Nc4cnn(CC(=O)Nc5cccc(F)c5F)c4)nncc3c2,424604,CHEMBL250766,>,100000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG by automated whole cell electrophysiology,Homo sapiens,B,9,HERG,CHEMBL240
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N(C)C,424650,CHEMBL402011,=,25000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG,Homo sapiens,B,9,HERG,CHEMBL240
CN(C)Cc1cccc(OCC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)c1,424882,CHEMBL401895,=,1200.000000000000000000000000000000,IC50,nM,Inhibition of human ERG by patch clamp assay,Homo sapiens,B,9,HERG,CHEMBL240
CN1CCC(CC1)Oc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23,327620,CHEMBL193544,=,5000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG,Homo sapiens,B,9,HERG,CHEMBL240
C[C@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)N(C)C,437950,CHEMBL429760,=,11000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG,Homo sapiens,B,9,HERG,CHEMBL240
C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)N(C)C,424649,CHEMBL256362,=,8000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG,Homo sapiens,B,9,HERG,CHEMBL240
C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)N(C)CCO,438001,CHEMBL257478,=,12000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG,Homo sapiens,B,9,HERG,CHEMBL240
CNC(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,438137,CHEMBL403594,=,32000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG,Homo sapiens,B,9,HERG,CHEMBL240
C[C@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C,438136,CHEMBL255968,=,10000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG,Homo sapiens,B,9,HERG,CHEMBL240
C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C,438143,CHEMBL428777,=,14000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG,Homo sapiens,B,9,HERG,CHEMBL240
C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N5CCOCC5,438193,CHEMBL403774,=,10000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG,Homo sapiens,B,9,HERG,CHEMBL240
C[C@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)CCO,438192,CHEMBL256060,=,11000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG,Homo sapiens,B,9,HERG,CHEMBL240
C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)CCO,438196,CHEMBL258313,=,12000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG,Homo sapiens,B,9,HERG,CHEMBL240
COc1ccc(cc1)N2[C@@H]([C@H](Cc3cccc(OCCc4nc(oc4C)c5ccccc5)c3)C2=O)C(=O)O,434901,CHEMBL271240,>,80000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG by FLIPR assay,Homo sapiens,B,9,HERG,CHEMBL240
Cc1oc(nc1CCOc2cccc(C[C@H]3[C@H](N(C3=O)c4ccc(cc4)C(C)(C)C)C(=O)O)c2)c5ccc(Cl)cc5,435455,CHEMBL272336,=,1300.000000000000000000000000000000,IC50,nM,Inhibition of human ERG by FLIPR assay,Homo sapiens,B,9,HERG,CHEMBL240
COc1ccc(cc1)c2oc(C)c(CCOc3cccc(C[C@H]4[C@H](N(C4=O)c5ccc(cc5)C(C)(C)C)C(=O)O)c3)n2,434808,CHEMBL257517,=,3200.000000000000000000000000000000,IC50,nM,Inhibition of human ERG by FLIPR assay,Homo sapiens,B,9,HERG,CHEMBL240
Cc1oc(nc1CCOc2cccc(C[C@H]3[C@H](N(C3=O)c4ccc(cc4)C(C)(C)C)C(=O)O)c2)c5cccc(Cl)c5,434848,CHEMBL429734,=,1800.000000000000000000000000000000,IC50,nM,Inhibition of human ERG by FLIPR assay,Homo sapiens,B,9,HERG,CHEMBL240
COc1cccc(c1)c2oc(C)c(CCOc3cccc(C[C@H]4[C@H](N(C4=O)c5ccc(cc5)C(C)(C)C)C(=O)O)c3)n2,435237,CHEMBL404646,=,2100.000000000000000000000000000000,IC50,nM,Inhibition of human ERG by FLIPR assay,Homo sapiens,B,9,HERG,CHEMBL240
Cc1oc(nc1CCOc2ccc(C[C@H]3[C@H](N(C3=O)c4ccc(cc4)C(C)(C)C)C(=O)O)cc2)c5ccccc5,435241,CHEMBL256468,=,18100.000000000000000000000000000000,IC50,nM,Inhibition of human ERG by FLIPR assay,Homo sapiens,B,9,HERG,CHEMBL240
Cc1oc(nc1CCOc2cccc(C[C@H]3[C@H](N(C3=O)c4ccc(cc4)C(C)(C)C)C(=O)O)c2)c5ccccc5,435319,CHEMBL255389,=,6200.000000000000000000000000000000,IC50,nM,Inhibition of human ERG by FLIPR assay,Homo sapiens,B,9,HERG,CHEMBL240
COc1ccc(cc1)N2[C@@H]([C@H](Cc3ccc(OCCc4nc(oc4C)c5ccccc5)cc3)C2=O)C(=O)O,434760,CHEMBL411118,=,54000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG by FLIPR assay,Homo sapiens,B,9,HERG,CHEMBL240
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6NC(=O)COc6cc5CC4)n3C,435898,CHEMBL271066,=,6.310000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6NCCOc6cc5CC4)n3C,435724,CHEMBL408169,=,398.110000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
CC(=O)N1CCOc2cc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc12,435769,CHEMBL272702,=,10000.000000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6OCCN(c6cc5CC4)S(=O)(=O)C)n3C,435811,CHEMBL272379,=,7943.280000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
CN1C(=O)COc2cc3CCN(CCCSc4nnc(c5ocnc5C)n4C)CCc3cc12,435853,CHEMBL257534,=,25118.860000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
CN1C(=O)COc2cc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc12,435852,CHEMBL256652,=,5011.870000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Cc1ncoc1c2nnc(SCCCN3CCc4cc5NC(=O)COc5cc4CC3)n2C,435855,CHEMBL257536,=,63.100000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Cc1noc2cc3CCN(CCCSc4nnc(c5ccc(cc5)C(F)(F)F)n4C)CCc3cc12,435630,CHEMBL401576,=,125.890000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
CCc1noc2cc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc12,435679,CHEMBL403181,=,1000.000000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Cc1ncoc1c2nnc(SCCCN3CCc4cc5onc(C)c5cc4CC3)n2C,435678,CHEMBL256475,=,6309.570000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6onc(C)c6cc5CC4)n3C,435681,CHEMBL257946,=,794.330000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc(c2oc3cc4CCN(CCCSc5nnc(c6ocnc6C)n5C)CCc4cc3n2)n(C)n1,435497,CHEMBL401728,=,1000.000000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6oc(nc6cc5CC4)c7cc(C)nn7C)n3C,435500,CHEMBL270567,=,501.190000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Cc1ncoc1c2nnc(SCCCN3CCc4cc5oc(nc5cc4CC3)C(F)(F)C(F)(F)F)n2C,435543,CHEMBL271083,=,199.530000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6oc(nc6cc5CC4)C(F)(F)C(F)(F)F)n3C,435545,CHEMBL270227,=,100.000000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
CN(C)c1oc2cc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,435586,CHEMBL255620,=,19952.620000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6oc(nc6cc5CC4)N7CCCCC7)n3C,435585,CHEMBL255826,=,5011.870000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Cc1ncoc1c2nnc(SCCCN3CCc4cc5oc(CC6CC6)nc5cc4CC3)n2C,435584,CHEMBL255619,=,1000.000000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6oc(CC7CC7)nc6cc5CC4)n3C,435628,CHEMBL273166,=,1258.930000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
COCc1oc2cc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,435675,CHEMBL256472,>,15848.930000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6oc(nc6cc5CC4)C(C)(F)F)n3C,435676,CHEMBL256473,=,1258.930000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6oc(CC(F)(F)F)nc6cc5CC4)n3C,435764,CHEMBL258090,=,2511.890000000000000000000000000000,IC50,nM,Displacement of [3H]Dofetilide from human ERG,Homo sapiens,B,9,HERG,CHEMBL240
