Internal ID,Vendor ID,SMILES,CollectionName,logS
Mol299,19625558,CCN(C(=O)CN1CCNC(=O)C1)c1ccc(F)cc1,emolecules,1.541828767
Mol300,15267170,Cc1ccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c(F)c1,emolecules,1.390935107
Mol301,249423,CN(C)[C@@H]1CN(C(=O)CCn2cnc3ccccc32)C[C@H]1O,emolecules,2.179264464
Mol302,313524054,N#Cc1cc(F)c(C(=O)Nc2ccnc(NC(=O)[C@H]3C[C@H]3F)c2)c(Cl)c1,emolecules,1.829303773
Mol303,31856931,CNC(=O)Cc1csc(-c2ccc(C)cc2)n1,emolecules,0.608526034
Mol304,32033566,COc1ccccc1CNC(=O)C(C)N1CCCN(c2ccccc2C#N)CC1,emolecules,1.670709595
Mol305,24027900,CON(C)C(=O)c1cc2ccc(C(C)(C)C)cc2[nH]1,emolecules,0.008600172
Mol306,300430678,CCN(CC)Cc1cccc(/C=C/c2nc3ccc(F)cc3c(=O)n2-c2ccccc2Cl)n1,emolecules,1.829368108
Mol307,43370379,N#CCCN(c1ncnc2sccc12)C1CC1,emolecules,1.600101256
Mol308,23966628,Cc1ccc2nc3c(c(C(=O)NCc4nnc5n4CCC5)c2c1)CCCC3,emolecules,1.756636108
Mol309,18817139,O=c1n(CCc2ccncc2)nnn1-c1ccccc1,emolecules,1.363047595
Mol310,32180530,CCCCOc1ccc(C(=O)NCc2cc(C)on2)cc1,emolecules,0.62324929
Mol311,1527912,COc1cccc(C(=O)C[n+]2cc(-c3ccc(F)cc3)n(C)c2N)c1,emolecules,1.869994
Mol312,46092427,COc1ccc(Cc2ncnn2-c2ccc3c(c2)OCO3)c(OC)c1,emolecules,1.543074235
Mol313,32433398,O=c1[nH]nc(CCCN2CCOCC2)n1-c1cccc(Cl)c1,emolecules,1.606381365
Mol314,49176076,Nc1cncc(-c2ccc(CN3CCCCC3)cc2)c1,emolecules,1.414304688
Mol315,43267241,O=C(CN1CCCC(c2ccc3cn[nH]c3n2)C1)N1CCCC1,emolecules,1.580069223
Mol316,171722381,COc1cccc2c1OC(C)(C)[C@@H]1C[C@H]3CNCC[C@H]3O[C@@H]21,emolecules,1.727785174
Mol317,171722393,CC1(C)Oc2ccc(Cl)cc2[C@@H]2O[C@@H]3CCNC[C@@H]3C[C@H]21,emolecules,1.628286731
Mol318,204851,CC(C)c1nccn1-c1cccc([C@@H]2CCCN2C(=O)CCc2ccccc2)n1,emolecules,1.707570176
Mol319,46042019,CCn1nc(C2CCCC2)nc1-c1ccncc1,emolecules,1.431363764
Mol320,6116584,O=C([C@H]1CCCN(Cc2ccc(F)cc2)C1)N1CCc2ccccc2C1,emolecules,1.699404082
Mol321,324054153,CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCN(CC(F)F)CC3)nc2O1,emolecules,1.885785129
Mol322,104336630,CC(C)(C)NC(=O)c1cncn1C1CCN(c2ccc(-c3nnc(C(F)(F)F)o3)cn2)CC1,emolecules,1.786254396
Mol323,33303639,COc1ccc(-n2c(Cn3cnc(C#N)n3)nc3ccccc32)cc1,emolecules,1.556543708
Mol324,1313043,CCOC(=O)N1CCN(C(=O)c2ccc3c(c2)OCO3)CC1,emolecules,1.724521627
Mol325,49946968,Cc1nc(NCc2scnc2C)n(C)n1,emolecules,1.442322956
Mol326,49992529,CCn1cc(C2CCN(Cc3ccc(C#N)cc3)CC2)cn1,emolecules,1.632963168
Mol327,31925740,CCCn1nccc1NC(=O)c1c(C)noc1C,emolecules,1.498310554
Mol328,24055786,CCc1cc2c(N(C)CCO)ncnc2s1,emolecules,1.611404638
Mol329,208143,c1cnc(N2CCC(Cc3ccncc3)CC2)nc1,emolecules,1.764176132
Mol330,53851976,Cc1cc(C)n(CCNC(=O)NC2CCOCC2)n1,emolecules,1.67678503
Mol331,44502768,CCNC(=O)c1cc(C2CC2)nc2c1c(C)nn2-c1ccccn1,emolecules,1.732876041
Mol332,18817053,CC(=O)Nc1ccc2nc(N3CCOCC3)sc2c1,emolecules,1.643945913
Mol333,42960950,Cc1ccc(CNC/C=C/c2ccccc2)cn1,emolecules,1.464191371
Mol334,EN300-1590205,CC(C)(C)n1ncc(OCc2ccc(OCCOCCO)nc2)c(Cl)c1=O,enamineBB_pmc,1.512150537
Mol335,2951118,CC(=O)Nc1ccc(Oc2ncnc3scc(-c4ccccc4)c23)cc1,emolecules,0.949390007
Mol336,142671,CCCNC(=O)C1(Cc2ccccn2)CCOCC1,emolecules,1.930745328
Mol337,222077,CC1(c2ccn[nH]2)CCN(Cc2ccco2)CC1,emolecules,1.321805484
Mol338,136967,CCCn1cc(C(=O)N2CCC(c3n[nH]cc3C(=O)N3CCOCC3)CC2)cn1,emolecules,1.733197265
Mol339,165195,O=C(c1ccc2[nH]ccc2c1)N1CCCC(c2cccc(-c3ccc(F)cc3)n2)C1,emolecules,0.371067862
Mol340,32278040,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,emolecules,1.567849451
Mol341,44568872,Cc1cc(Nc2ccc3c(c2)oc(=O)n3C)nc(C2CC2)n1,emolecules,0.727541257
Mol342,24997821,O=C(Cc1c(F)cccc1Cl)Nc1cccc2cnccc12,emolecules,0.320146286
Mol343,50301971,CCc1ccc(NC(=O)C2CCN(c3ccc4nncn4n3)CC2)cc1,emolecules,0.06069784
Mol344,206931104,CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CC/C4=N\O)[nH]2)cc1,emolecules,0.041392685
Mol345,31956373,O=C(NCc1ccc(-n2cncn2)nc1)c1csc2c1CCCC2,emolecules,0.72427587
Mol346,3247549,Cc1sc2ncnc(OCC(=O)NC3CCCCC3)c2c1C,emolecules,1.236537261
Mol347,27429921,Cc1nc(C(C)C)sc1C(=O)Nc1nc(C(C)(C)C)cs1,emolecules,1.071513805
Mol348,16252179,CCOC(=O)c1c(C)[nH]c(CN(Cc2ccccc2)C(=O)c2ccccc2Cl)c1C,emolecules,0.711807229
Mol349,15967580,Cc1cc(C)n2ncc(C(=O)Nc3cccc(C(=O)O)c3)c2n1,emolecules,1.245512668
Mol350,1520446,Cc1ccc2nc(-c3ccc(N(C)C)cc3)[nH]c2c1,emolecules,1.058426024
Mol351,157315,Cc1nc(CC2CCN(S(=O)(=O)c3cn(C)cn3)CC2)cc(NC2CCCC2)n1,emolecules,1.77480883
Mol352,3321097,CCC(CC)NC(=O)c1ccc2ncsc2c1,emolecules,1.346548559
Mol353,36924312,O=C1CNC(=O)N1CCCN1CCc2sccc2C1,emolecules,1.708930536
Mol354,171745752,CCCc1nc(N2CCc3ccccc3C2)ncc1C(=O)O,emolecules,1.710878618
Mol355,48305854,Cc1nc(CCN2C(=O)NC(C)(C)C2=O)cs1,emolecules,1.503109437
Mol356,25831601,COc1ccc(N2N=C(C)/C(=C(\C)Nc3ccc(S(N)(=O)=O)cc3)C2=O)cc1,emolecules,1.319314304
Mol357,43033977,c1ccc(OCc2cc(CC3(NCc4cnc5ccccc5c4)COC3)no2)cc1,emolecules,1.117271296
Mol358,48831256,Cc1nn(C)cc1CNc1nc(-c2cnccn2)nc2sc3c(c12)CCCC3,emolecules,1.704322141
Mol359,602991,CCOc1ccc(-c2csc(N)n2)cc1,emolecules,0.8162413
Mol360,152525,CN(C)c1cccc(C(=O)N2CCCC(c3cccc(-c4cccs4)n3)C2)c1,emolecules,0.322219295
Mol361,49150113,CNc1ncc(-c2nc(C3(c4ccccc4)CC3)nn2C(C)(C)C)cn1,emolecules,0.582063363
Mol362,31940641,N#Cc1ccc(OCCn2cccn2)cc1,emolecules,1.600210306
Mol363,36465433,OC[C@@H](c1ccccc1)n1cc(CCc2ccccc2)nn1,emolecules,1.147367108
Mol364,49328626,CC(C)CC(=O)Nc1cccnc1N(C)C,emolecules,1.481299273
Mol365,43079475,Cc1nccc(-c2cccc(-n3ccnc3C(C)C)c2)n1,emolecules,1.606381365
Mol366,29686205,CN(Cc1cnn(C)c1)c1ncnc2c1oc1ccccc12,emolecules,1.628491105
Mol367,32071082,Cc1cccc(NC(=O)c2cccnc2N2CCCCC2)n1,emolecules,1.4407517
Mol368,36325996,Clc1snnc1CN1CCCN(c2nc3ccccc3[nH]2)CC1,emolecules,1.44963265
Mol369,30434191,COc1ccc(S(=O)(=O)CCC(=O)Nc2ccc3c(c2)N(C)C(=O)CO3)cc1,emolecules,1.793930007
Mol370,36356102,CC(C)c1nc2c(n1C)CCN(c1ncnc3ccsc13)C2,emolecules,1.735199548
Mol371,36310332,Cc1ccnc(NC(=O)CN(C)C(=O)c2ccc(Cl)cc2)c1,emolecules,1.80140371
Mol372,14004708,c1ccc(-n2cc(CNc3ncccn3)cn2)cc1,emolecules,1.613947477
Mol373,15279096,Cc1cc(C)c(C#N)c(N2CCN(CC(=O)Nc3ccccc3Cl)CC2)n1,emolecules,0.037426498
Mol374,42924873,O=C(NCCCn1ccnc1)N1CCC12CCC2,emolecules,1.614053106
Mol375,323264,Cc1nccc(-c2ccc(-c3noc(CN4CCOCC4)n3)cc2)n1,emolecules,1.785685668
Mol376,49168678,COCCc1nc(-c2cnc(C3CC3)nc2)n(Cc2ccc(F)cc2)n1,emolecules,1.532372134
Mol377,56769871,O=C(NCc1nnc2c(O)nccn12)C1CCCC1,emolecules,1.621591676
Mol378,32441825,CN(C)C(=O)COc1ccc(N)c(F)c1,emolecules,1.641474111
Mol379,32441961,COc1ccc(Br)c(-c2nnc(N)o2)c1,emolecules,1.393926007
Mol380,49165262,CCCn1ccnc1CNc1nc2c(s1)c(C)nn2C,emolecules,1.491501766
Mol381,48437054,Cc1nn(C)c2nc(N3CCN(C)C[C@@H]3c3ccccc3)sc12,emolecules,1.652826303
Mol382,217047,Cc1cn[nH]c1C1(C)CCN(Cc2cnn(C)c2)CC1,emolecules,1.452859336
Mol383,49640518,Cc1nc2ccccn2c1CC(=O)NCCCSc1ccccc1,emolecules,1.626443025
Mol384,145071,COc1ccccc1CNC(=O)c1cnc(C2CCN(C(=O)C(C)(C)C)CC2)nc1C,emolecules,1.842921121
Mol385,25633058,CCOC(=O)N1CCC(Nc2nc3ccccc3s2)CC1,emolecules,1.691965103
Mol386,36467131,CCOc1ccc(-c2ccccc2NC(=O)COC)cc1,emolecules,1.571242851
Mol387,45676719,Cc1ccc(-n2nc(C(=O)N3CC(O)C3)c3c2CCCC3)cc1,emolecules,1.562292864
Mol388,36946295,CNC(=O)c1cnc(/C=C/c2csc(-c3cccs3)n2)s1,emolecules,0.948412966
Mol389,29569223,Cc1ccc(-c2nc(C(=O)N3CCc4ccccc4C3)cs2)o1,emolecules,1.555698895
Mol390,3563624,FC(F)(F)c1nc(Nc2ccc(-n3cnnn3)cc2)c2ccccc2n1,emolecules,0.06069784
Mol391,49336073,CC(=O)NC1CCN(Cc2cccc(-c3cccnc3)c2)CC1,emolecules,1.411619706
Mol392,49297123,Cc1cc(C)c(NC(=O)c2ccnc(OC3CCC3)c2)c(C)n1,emolecules,1.557867962
Mol393,1527152,Cn1c(-c2ccccc2)cnc1NCc1ccccc1,emolecules,1.442793226
Mol394,3506779,Cc1ccc(-c2cc(NC(=O)CN3CCOCC3)on2)cc1,emolecules,1.717004407
Mol395,193785,COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4ccc(N)nc4)cc(C)n3)CC1)CO2,emolecules,1.360025089
Mol396,44566730,CCc1nnnn1Cc1noc2c1CCCC2,emolecules,1.366236124
Mol397,49144758,CSCCc1nc(-c2cc(C)nc3cc(F)ccc23)n(CCO)n1,emolecules,1.380934463
Mol398,36466247,CCOc1ncccc1-c1cc(Cl)ccc1O,emolecules,1.356025857
Mol399,46075643,Cc1nc(NC(c2nccn2C)C2CC2)c2sccc2n1,emolecules,1.710117365
Mol400,43251541,Cc1cc(C(=O)N(C)C2CCC2)n2nccc2n1,emolecules,1.958563883
Mol401,197317,CCCn1ncc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc21,emolecules,1.693726949
Mol402,36987134,CC1CCC(NC(=O)c2oc3ccccc3c2CS(C)=O)CC1,emolecules,1.837272703
Mol403,LN01297365,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)nc2O)c1C)C1CCOCC1,labnetworkBB,1.691965103
Mol404,31928328,Cn1cc(NC(=O)c2ccccc2C(F)(F)F)cn1,emolecules,1.576226137
Mol405,25614421,CN(Cc1n[nH]c2c1CCCC2)c1nccnc1C#N,emolecules,1.311753861
Mol406,36931863,COc1ccc2c(c1)CN(C(=O)c1cc(C3CC3)[nH]n1)CC2,emolecules,1.13481437
Mol407,1533629,COc1ccc(C(=O)c2ccccc2)c(Oc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,emolecules,1.693199145
Mol408,32136137,COc1ccc(OC)c(-c2cc(C(=O)N3CCCN(C(C)=O)CC3)no2)c1,emolecules,1.775974331
Mol409,43397821,Cc1cc(C)cc(C(=O)Nc2nn(C(C)(C)C)cc2C#N)c1,emolecules,1.586699802
Mol410,30713459,CC(C)CC(=O)NCC(=O)N1CCCC1,emolecules,1.788945727
Mol411,36675639,Cc1nnc(N2CC[C@H](O)C2)c(C#N)c1C,emolecules,1.494711025
Mol412,LN01303428,Cc1ccc(Cn2nc(C(=O)N[C@@H]3C(C)(C)[C@@H]4CC[C@@]3(C)C4)cc2-c2ccc(Cl)c(C)c2)cc1,labnetworkBB,0.11058971
Mol413,31612429,Cc1cccc(-c2ncc(CNCc3ccccc3-n3cccn3)cn2)c1,emolecules,1.349277527
Mol414,313516112,COc1cccc(OC)c1-c1cc(C(=O)N[C@@H](CC(C)C)C(=O)O)nn1-c1ccnc2cc(Cl)ccc12,emolecules,1.955976222
Mol415,12602676,Clc1ccc(-c2ccc(CNCC3CCCO3)o2)c(Cl)c1,emolecules,1.483587297
Mol416,24465856,O=C(c1cccc(Cl)c1)N1CCN(C(=O)c2ccc3ccccc3c2O)CC1,emolecules,0.380211242
Mol417,43423841,CN(C)C(=O)CN1CCN(C(=O)c2ccc3ccccc3c2O)CC1,emolecules,1.64246452
Mol418,139895,NC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(Cl)c2)CC1,emolecules,1.922984816
Mol419,25000139,CN(CC(=O)Nc1cccc(F)c1)C(=O)c1cccc(C#N)c1,emolecules,1.749968084
Mol420,25000719,CC(=O)N1CCC(Nc2ncnc3cc(-c4ccc(Br)cc4)sc23)CC1,emolecules,1.008174184
Mol421,214735,Cc1cc(NC2CCCC2)nc(C2CCNCC2)n1,emolecules,1.853819846
Mol422,25831727,COC(=O)CC1=NN(c2ccc(OC)cc2)C(=O)/C1=C(/C)NCc1ccc(OC)cc1,emolecules,0.357934847
Mol423,31901754,Cc1ccc2nc(C)c(C(=O)N3CCC(C(=O)Nc4ccncc4)CC3)cc2c1,emolecules,1.719828286
Mol424,49992227,Cn1cc(C2CCN(CC(=O)N3CCc4sccc4C3)CC2)cn1,emolecules,1.792251572
Mol425,18822495,O=C(CCN1C(=O)CCC1=O)Nc1cccc2ncccc12,emolecules,1.655138435
Mol426,31858299,CCc1ccccc1NC(=O)Cn1nc(C)cc1C,emolecules,1.645618738
Mol427,1422270,O=C(Cc1ccc(Cl)cc1)NCc1ccncc1,emolecules,1.712733859
Mol428,104707925,CC(C)n1cc(-c2ccc3c(c2)N(C)CC3)c2c(NS(=O)(=O)c3ccn(C)n3)ccnc21,emolecules,1.288025535
Mol429,24142070,O=C(Cc1cccc2ccccc12)NCc1nnc2n1-c1ccccc1CC2,emolecules,1.669037801
Mol430,49304907,Cc1nc(-c2ccccc2)ccc1C(=O)N1CCCS1(=O)=O,emolecules,1.894924977
Mol431,30748239,Cc1cccnc1NC(=O)CCn1cnc2ccccc21,emolecules,1.682145076
Mol432,35743833,CNC(=O)c1ccc(CN(C)c2c(F)cc(C#N)cc2F)cc1,emolecules,1.197004728
Mol433,36648529,CC(C(=O)Nc1ccccc1)N1CCCN(c2nccs2)CC1,emolecules,1.569958818
Mol434,24888190,O=C1CCCN1c1ccc(CN2CCC(c3noc4cc(F)ccc34)CC2)cc1,emolecules,1.767823498
Mol435,11654209,Brc1ccc(-c2nnc(Cn3cnc4ccccc43)o2)o1,emolecules,1.797475288
Mol436,29377737,Cc1cc(NC(=O)CCc2cnn(C)c2)c2ccccc2n1,emolecules,1.635282638
Mol437,73008556,CCc1noc(C2CCC(NCC3CCC(F)(F)CC3)CC2)n1,emolecules,1.880470593
Mol438,44563083,COC(=O)N1CCCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1,emolecules,1.770115295
Mol439,32278042,CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,emolecules,1.759667845
Mol440,49883411,COc1ccc(F)c(CN2CCC(Cc3noc(C)n3)CC2)c1,emolecules,1.841422044
Mol441,1556723,Cc1ccc(C)c(-n2c(S)nnc2-c2ccc(O)cc2)c1,emolecules,1.343408594
Mol442,48210000,CCN1CCC(Nc2ncnc3c2cnn3C)CC1,emolecules,1.511482289
Mol443,36950801,CN(CC1CCCC1)C(=O)Nc1ccccc1N1CCOC1=O,emolecules,1.704150517
Mol444,32272128,Cc1nccn1CCNC(=O)C(C)(C)C,emolecules,1.418135498
Mol445,3409017,O=C(NCCc1ccc2c(c1)OCCO2)c1ccc2ccccc2n1,emolecules,0.985426474
Mol446,36950373,CC(C)(C)c1csc(CCNC(=O)N2CCSCC2)n1,emolecules,1.839540893
Mol447,43389174,CS(=O)(=O)CCNc1ccc2ccc(F)cc2n1,emolecules,1.728191399
Mol448,31929988,COc1cccc(NC(=O)CNc2cccc(-c3ccnc(C)n3)c2)c1,emolecules,1.702861171
Mol449,4498619,O=S(=O)(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1ccc(Cl)cc1,emolecules,0.689308859
Mol450,43127347,Cn1ncc2cc(-c3ccnc4[nH]ccc34)ccc21,emolecules,0.669316881
Mol451,6892467,COc1cc(CNc2nnn[nH]2)cc(Br)c1OCc1ccc(Cl)cc1,emolecules,0.274157849
Mol452,31239684,O=c1c(-c2ccc(F)cc2)c(-c2ccncc2)[nH]n1-c1ccc(Cl)cc1,emolecules,1.33825723
Mol453,36673851,CCNC(=O)N1CCC(c2nc(-c3ccccc3)no2)CC1,emolecules,1.722551662
Mol454,44527032,O=C(CCc1nnc(-c2ccsc2)o1)N1CCCc2cc(F)c(F)cc21,emolecules,0.318063335
Mol455,32125849,Cn1ccnc1CCNC(=O)c1cccc2cccnc12,emolecules,1.618257345
Mol456,299971700,COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,emolecules,1.733036683
Mol457,36262171,Cc1nn(C)c(C)c1CCC(=O)N1CCCc2ncccc21,emolecules,1.733999287
Mol458,32018884,Nc1nc2ccccc2n1CCCc1ccccc1,emolecules,1.434568904
Mol459,3434817,Cc1ccc2c(CC(=O)NCc3cccs3)coc2c1,emolecules,0.786751422
Mol460,44505466,CC(=O)NC1(C(=O)N2CCCN(C3CC3)CC2)CCC(C)CC1,emolecules,1.730701544
Mol461,32149349,O=C(c1cccc(CNc2ccc3nccnc3n2)c1)N1CCCCC1,emolecules,1.750199728
Mol462,24970980,CC(C)CN(c1ncnc2c1cnn2C)C1CC1,emolecules,1.470851325
Mol463,150507,O=C(CCc1ccccc1)N1CCC(c2cccc(Cc3ccc(F)cc3)n2)CC1,emolecules,0.653212514
Mol464,44424625,Cc1ccc(-c2ccc(-c3nccn3CCCn3cnnc3)o2)cc1,emolecules,1.566201719
Mol465,48430874,CCc1cc(NCc2cccc(OCCOC)c2)ncn1,emolecules,1.691258358
Mol466,35772359,Cn1ccnc1CN1CCN(Cc2ccc(F)cc2C#N)CC1,emolecules,1.642365581
Mol467,43648627,Cn1c(=O)n(Cc2cccc(OC(F)F)c2)c2cnccc21,emolecules,1.690993032
Mol468,36358730,CC(=O)N1CCN(C(=O)[C@H]2CCCCN2C(=O)OC(C)(C)C)CC1,emolecules,2.052617001
Mol469,314102886,CCOC(=O)CNC(=O)c1ccc(O)cc1O,emolecules,1.559188189
Mol470,36931743,N#CC1(C(=O)N2CCN(Cc3ccccn3)CC2)CCCCC1,emolecules,1.716587578
Mol471,36265861,N#Cc1cccnc1NCCc1cn2c(n1)CCCC2,emolecules,1.719497017
Mol472,31878736,CN(Cc1ccccc1)C(=O)c1ccc(-n2cccn2)nc1,emolecules,1.588831726
Mol473,48248900,O=C(CC1CCN(c2ncc(Cl)cn2)CC1)N1CCOCC1,emolecules,1.709269961
Mol474,11957669,Cc1sc2nc(CN3CCC(C)CC3)nc(N3CCN(c4cnccn4)CC3)c2c1C,emolecules,1.623145875
Mol475,49295738,Cc1cc2cc(C(=O)N(C)CCC(=O)O)oc2cc1C,emolecules,1.672374979
Mol476,32402718,Cc1ccncc1-c1ccc(-c2ccn[nH]2)cc1,emolecules,1.310905629
Mol477,48280740,CN(CC1(O)CCCC1)c1ncccn1,emolecules,1.51308436
Mol478,48755148,CCNC(=O)C1CN(c2nc(C3CC3)nc3c2CCC3)C1,emolecules,1.653212514
Mol479,25614739,Cc1cc(-c2nnc3ccc4ccccc4n23)n(C)n1,emolecules,1.23299611
Mol480,30016064,Cc1nn(C)c2ncc(C(=O)Nc3ccc4c(c3)CCO4)cc12,emolecules,1.360214613
Mol481,249531,CN(C)[C@@H]1CN(C(=O)c2cc3ccc(F)cc3[nH]2)C[C@H]1O,emolecules,1.741466762
Mol482,114695027,Clc1ccc(NCc2ccoc2)nn1,emolecules,1.331629718
Mol483,48355585,CCOCC(=O)NCc1cc(C2CC2)n(C2CCCC2)n1,emolecules,1.57818061
Mol484,93428812,CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,emolecules,1.227115083
Mol485,43657158,CN(C)C1(CNC(=O)N2CCCC(C)(C)CC2)CCOCC1,emolecules,1.754806855
Mol486,43659306,CCc1noc(CN2CCCN(C(C)=O)c3ccccc32)n1,emolecules,1.743823222
Mol487,53751074,Cn1ccc(CN2C(=O)c3ccccc3C2=O)cc1=O,emolecules,1.699404082
Mol488,31966128,Cc1nc(Cn2ncc3ccccc3c2=O)cs1,emolecules,1.653887558
Mol489,48759010,Cc1ncccc1CNc1nnc(C(C)(C)C)s1,emolecules,1.612041745
Mol490,36343702,Cc1ncc2c(n1)CN(CCCc1nc3ccccc3o1)CC2,emolecules,1.668385917
Mol491,1321458,COc1cc(Br)c(Nc2nc(-c3c(C)nc4ncccn34)cs2)c(Br)c1,emolecules,1.463146137
Mol492,49975856,Cc1ccnc(-n2nccc2NC(=O)N2CCCN(C)CC2)c1,emolecules,1.501470072
Mol493,306342,O=C1Oc2nc3cc4c(cc3cc2CN1CCN1CCOCC1)OCO4,emolecules,0.982271233
Mol494,13523780,Cc1nc2ccc(NC(=O)c3sc(-c4ccccn4)nc3C)cc2s1,emolecules,0.113943352
Mol495,56766469,CCOc1ccc(C(=O)Nc2cnn(C3CCOCC3)c2)cn1,emolecules,1.600537294
Mol496,207921,Cc1nc(O)cc(C2CCN(c3cnccn3)CC2)n1,emolecules,1.704922291
Mol497,36421752,COc1ccc(-c2c(C)n[nH]c2C)cn1,emolecules,1.167612673
Mol498,429280,CC(C)c1nc(O)c2nnn(C[C@@H]3CCCN(Cc4cccs4)C3)c2n1,emolecules,1.691081492
Mol499,189882719,O=C(/C=C/c1ccc(Cl)cc1)N1CCC2(CC1)CN(Cc1ccc(Cl)c(Cl)c1)C(=O)O2,emolecules,0.33243846
Mol500,6887028,Cc1cc(N)n(-c2ncnc3sc(C)c(-c4ccc(Cl)cc4)c23)n1,emolecules,0.800717078
Mol501,43070449,CC(C)C[C@@H](C(N)=O)n1ccnc1-c1cccc2ccccc12,emolecules,1.513883186
Mol502,42961078,Cc1nc(Cl)cc(Nc2cnn(C(C)(C)C)c2)n1,emolecules,1.353916231
Mol503,43104263,CCc1ccc2nc(C)cc(C(=O)N3CC(c4cccnc4)C3)c2c1,emolecules,1.594171479
Mol504,301229871,CC(C)(C)CC(=O)N1CCC(OCCCN)CC1,emolecules,1.70457945
Mol505,48745653,CC(C)NC(=O)Cn1nnnc1C(C)(C)C,emolecules,1.366982976
Mol506,49165848,CCn1nc(Cc2ccc(OC)cc2)nc1Cc1sc(C)nc1C,emolecules,1.458335626
Mol507,16744002,CCONC(=O)c1cncn1-c1ccc(F)cc1,emolecules,1.681693392
Mol508,30426285,O=C(Cn1nc2n(c1=O)-c1ccccc1C1=NCCN12)N1CCCc2ccccc21,emolecules,0.212187604
Mol509,1300953,Cc1ccccc1OCCn1c(N)nc2ccccc21,emolecules,1.608632989
Mol510,152939,Cc1cccc(OC2CCN(CC(N)=O)CC2)c1,emolecules,1.897517129
Mol511,36701026,Clc1cccc(-c2nnc(Cn3cnc4ccccc43)o2)c1,emolecules,1.437750563
Mol512,32435950,COc1cc(F)ccc1-c1ncccc1NC(=O)C(C)C,emolecules,1.539703239
Mol513,49679970,CCCN(C(=O)c1c(CC)noc1C)C1Cc2ccccc2C1,emolecules,1.571475904
Mol514,3593598,O=C(c1ccccc1)N1CCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1,emolecules,1.543074235
Mol515,32014834,O=C(NCCN1C(=O)CSC1=O)c1cc(Cl)c2c(c1)OCO2,emolecules,1.597695186
Mol516,43195213,CCc1ccc(-c2nccn2Cc2c(C)nn(CC)c2C)o1,emolecules,1.607776604
Mol517,3301360,COc1ccc(Nc2ncnc3sccc23)c(OC)c1,emolecules,1.60346916
Mol518,23971521,Cc1cccc(C(=O)NCC#Cc2ccccc2)n1,emolecules,1.472463897
Mol519,29994713,CN(CCc1ccccn1)c1cnc2ccccc2n1,emolecules,1.648847708
Mol520,13397114,Cc1ccc(Cn2nc(C)c(C(N)=O)c2Cl)cc1,emolecules,1.387567779
Mol521,45659871,O=c1cc(CN2CCCCc3ccccc32)[nH]c2ccnn12,emolecules,1.154423973
Mol522,25645386,O=C1CN(C(=O)c2cccc(Oc3cccc(C(F)(F)F)c3)c2)CCN1,emolecules,1.591064607
Mol523,89942044,O=C(Nc1ccn(Cc2ccc(O)cc2C(F)(F)F)n1)c1c(F)cccc1F,emolecules,1.637989781
Mol524,141603,CC(C)CC(=O)N1CCC(Cc2cccc(-c3cncnc3)c2)(C(=O)NC(C)C)CC1,emolecules,2.135927335
Mol525,48548511,Fc1ccc2[nH]c(CO[C@H]3CN(Cc4ccccc4)C[C@H]3F)nc2c1,emolecules,1.549003262
Mol526,30493366,Cc1ccc(CN2CC[C@H](c3nnc(-c4ccccc4F)o3)C2)o1,emolecules,1.657055853
Mol527,43485719,O=C(CSC1CCCC1)N1CCC(Cn2cccn2)CC1,emolecules,1.80140371
Mol528,227571,CN(C)C(=O)c1sc2nc(C3(C)CCN(c4ncccn4)CC3)ccc2c1N,emolecules,1.818555779
Mol529,104388935,CSc1ccc(NC(=O)Cn2nc(C3CC3)ccc2=O)cc1,emolecules,0.67669361
Mol530,26754877,Cc1ccc([C@@H]2N[C@@H](Cc3ccccc3)C(=O)N2C)o1,emolecules,1.726727209
Mol531,16664610,Cc1nc2cc(NC(=O)CCc3c(C)nc4c(c(C)nn4C)c3C)ccc2o1,emolecules,0.968482949
Mol532,35697150,O=C(NCCc1ccc2c(c1)OCO2)N1CCc2sccc2C1,emolecules,1.658488381
Mol533,50282425,COc1ccc(C(=O)C2CCN(CC(=O)N(Cc3nc4c(c(=O)[nH]3)COCC4)CC3CC3)CC2)cc1,emolecules,1.975431809
Mol534,50282995,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,emolecules,1.154423973
